KEGG_ID	Taxonomy_type	Class_I	Class_II	Description
K07780	Prokaryotic type	Helix-turn-helix	AraC family	appY; AraC family transcriptional regulator, transcriptional regulator required for anaerobic and stationary phase induction of genes
K10923	Prokaryotic type	Helix-turn-helix	AraC family	tcpN, toxT; AraC family transcriptional regulator, TCP pilus virulence regulatory protein
K11920	Prokaryotic type	Helix-turn-helix	AraC family	envY; AraC family transcriptional regulator
K12243	Prokaryotic type	Helix-turn-helix	AraC family	pchR; AraC family transcriptional regulator, transcriptional activator of the genes for pyochelin and ferripyochelin receptors
K13631	Prokaryotic type	Helix-turn-helix	AraC family	soxS; AraC family transcriptional regulator, mar-sox-rob regulon activator
K13632	Prokaryotic type	Helix-turn-helix	AraC family	marA; AraC family transcriptional regulator, mar-sox-rob regulon activator
K05804	Prokaryotic type	Helix-turn-helix	AraC family	rob; AraC family transcriptional regulator, mar-sox-rob regulon activator
K18325	Prokaryotic type	Helix-turn-helix	AraC family	ramA; AraC family of transcriptional regulator, multidrug resistance transcriptional activator
K14063	Prokaryotic type	Helix-turn-helix	AraC family	feaR; AraC family transcriptional regulator, positive regulator of tynA and feaB
K18954	Prokaryotic type	Helix-turn-helix	AraC family	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
K18991	Prokaryotic type	Helix-turn-helix	AraC family	mtrA; AraC family transcriptional regulator, activator of mtrCDE
K19056	Prokaryotic type	Helix-turn-helix	AraC family	tetD; AraC family transcriptional regulator, transposon Tn10 TetD protein
K20968	Prokaryotic type	Helix-turn-helix	AraC family	exsA; AraC family transcriptional regulator, exoenzyme S synthesis regulatory protein ExsA
K21746	Prokaryotic type	Helix-turn-helix	AraC family	rclR; AraC family transcriptional regulator, reactive chlorine species (RCS)-specific activator of rcl operon
K21747	Prokaryotic type	Helix-turn-helix	AraC family	alkR; AraC family transcriptional regulator, alkane utilization regulator
K21906	Prokaryotic type	Helix-turn-helix	AraC family	gadW; AraC family transcriptional regulator, glutamate-dependent acid resistance regulator
K21905	Prokaryotic type	Helix-turn-helix	AraC family	gadX; AraC family transcriptional regulator, glutamate-dependent acid resistance regulator
K23237	Prokaryotic type	Helix-turn-helix	AraC family	melR; AraC family transcriptional regulator, melibiose operon regulatory protein
K25495	Prokaryotic type	Helix-turn-helix	AraC family	nimR; AraC family transcriptional regulator, regulator of nimT
K19693	Prokaryotic type	Helix-turn-helix	AraC family	tfoS; AraC family transcriptional regulator, chitin signaling transcriptional activator
K21701	Prokaryotic type	Helix-turn-helix	AraC family	btr; AraC family transcriptional regulator, transcriptional activator for feuABC-ybbA operon
K13652	Prokaryotic type	Helix-turn-helix	AraC family	K13652; AraC family transcriptional regulator
K13653	Prokaryotic type	Helix-turn-helix	AraC family	K13653; AraC family transcriptional regulator
K07506	Prokaryotic type	Helix-turn-helix	AraC family	K07506; AraC family transcriptional regulator
K10778	Prokaryotic type	Helix-turn-helix	AraC family	ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]
K13529	Prokaryotic type	Helix-turn-helix	AraC family	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
K13530	Prokaryotic type	Helix-turn-helix	AraC family	adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase [EC:2.1.1.-]
K13633	Prokaryotic type	Helix-turn-helix	AraC family	ftrA; AraC family transcriptional regulator, transcriptional activator FtrA
K17736	Prokaryotic type	Helix-turn-helix	AraC family	cdhR; AraC family transcriptional regulator, carnitine catabolism transcriptional activator
K21825	Prokaryotic type	Helix-turn-helix	AraC family	argR; AraC family transcriptional regulator, L-arginine-responsive activator
K21826	Prokaryotic type	Helix-turn-helix	AraC family	gbdR; AraC family transcriptional regulator, glycine betaine-responsive activator
K03566	Prokaryotic type	Helix-turn-helix	LysR family	gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator
K02521	Prokaryotic type	Helix-turn-helix	LysR family	ilvY; LysR family transcriptional regulator, positive regulator for ilvC
K02623	Prokaryotic type	Helix-turn-helix	LysR family	pcaQ; LysR family transcriptional regulator, pca operon transcriptional activator
K03576	Prokaryotic type	Helix-turn-helix	LysR family	metR; LysR family transcriptional regulator, regulator for metE and metH
K03717	Prokaryotic type	Helix-turn-helix	LysR family	nhaR; LysR family transcriptional regulator, transcriptional activator of nhaA
K04761	Prokaryotic type	Helix-turn-helix	LysR family	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
K05596	Prokaryotic type	Helix-turn-helix	LysR family	iciA; LysR family transcriptional regulator, chromosome initiation inhibitor
K05798	Prokaryotic type	Helix-turn-helix	LysR family	leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon
K05817	Prokaryotic type	Helix-turn-helix	LysR family	hcaR; LysR family transcriptional regulator, hca operon transcriptional activator
K07592	Prokaryotic type	Helix-turn-helix	LysR family	tdcA; LysR family transcriptional regulator, tdc operon transcriptional activator
K09681	Prokaryotic type	Helix-turn-helix	LysR family	gltC; LysR family transcriptional regulator, transcription activator of glutamate synthase operon
K10918	Prokaryotic type	Helix-turn-helix	LysR family	aphB; LysR family transcriptional regulator, transcriptional activator AphB
K10972	Prokaryotic type	Helix-turn-helix	LysR family	allS; LysR family transcriptional regulator, transcriptional activator of the allD operon
K11921	Prokaryotic type	Helix-turn-helix	LysR family	cynR; LysR family transcriptional regulator, cyn operon transcriptional activator
K13634	Prokaryotic type	Helix-turn-helix	LysR family	cysB; LysR family transcriptional regulator, cys regulon transcriptional activator
K13635	Prokaryotic type	Helix-turn-helix	LysR family	cbl; LysR family transcriptional regulator, cys regulon transcriptional activator
K13636	Prokaryotic type	Helix-turn-helix	LysR family	dsdC; LysR family transcriptional regulator, D-serine deaminase activator
K13794	Prokaryotic type	Helix-turn-helix	LysR family	tcuR; LysR family transcriptional regulator, regulatory protein for tcuABC
K13928	Prokaryotic type	Helix-turn-helix	LysR family	mdcR; LysR family transcriptional regulator, malonate utilization transcriptional regulator
K14057	Prokaryotic type	Helix-turn-helix	LysR family	abgR; LysR family transcriptional regulator, regulator of abg operon
K14657	Prokaryotic type	Helix-turn-helix	LysR family	nodD; LysR family transcriptional regulator, nod-box dependent transcriptional activator
K25882	Prokaryotic type	Helix-turn-helix	LysR family	syrM; LysR family transcriptional regulator, transcriptional activator of nodD3 and syrA
K16135	Prokaryotic type	Helix-turn-helix	LysR family	dmlR; LysR family transcriptional regulator, transcriptional activator for dmlA
K17737	Prokaryotic type	Helix-turn-helix	LysR family	dhcR; LysR family transcriptional regulator, carnitine catabolism transcriptional activator
K16516	Prokaryotic type	Helix-turn-helix	LysR family	galR; LysR family transcriptional regulator, regulator for genes of the gallate degradation pathway
K17850	Prokaryotic type	Helix-turn-helix	LysR family	ampR; LysR family transcriptional regulator, regulator of gene expression of beta-lactamase
K18297	Prokaryotic type	Helix-turn-helix	LysR family	mexT; LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
K18900	Prokaryotic type	Helix-turn-helix	LysR family	bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC
K18927	Prokaryotic type	Helix-turn-helix	LysR family	lldR; LysR family transcriptional regulator, L-lactate utilization regulator
K19242	Prokaryotic type	Helix-turn-helix	LysR family	citR; LysR family transcriptional regulator, repressor for citA
K19338	Prokaryotic type	Helix-turn-helix	LysR family	nac; LysR family transcriptional regulator, nitrogen assimilation regulatory protein
K19555	Prokaryotic type	Helix-turn-helix	LysR family	spvR; LysR family transcriptional regulator, spv operon transcriptional activator
K19618	Prokaryotic type	Helix-turn-helix	LysR family	fitG; LysR family transcriptional regulator, activator of insecticidal toxin
K19624	Prokaryotic type	Helix-turn-helix	LysR family	phcA; LysR family transcriptional regulator, virulence genes transcriptional regulator
K19735	Prokaryotic type	Helix-turn-helix	LysR family	mvfR, pqsR; LysR family transcriptional regulator, quorum-sensing system regulator MvfR
K21645	Prokaryotic type	Helix-turn-helix	LysR family	hypT, qseD; LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT
K21698	Prokaryotic type	Helix-turn-helix	LysR family	aaeR; LysR family transcriptional regulator, transcriptional activator for aaeXAB operon
K21699	Prokaryotic type	Helix-turn-helix	LysR family	bauR; LysR family transcriptional regulator, transcriptional activator for bauABCD operon
K21703	Prokaryotic type	Helix-turn-helix	LysR family	cbbR, cmpR, ndhR; LysR family transcriptional regulator, low CO2-responsive transcriptional regulator
K21711	Prokaryotic type	Helix-turn-helix	LysR family	pycR; LysR family transcriptional regulator, putative pyruvate carboxylase regulator
K21742	Prokaryotic type	Helix-turn-helix	LysR family	ttdR; LysR family transcriptional regulator, transcriptional activator for ttdABT operon
K21755	Prokaryotic type	Helix-turn-helix	LysR family	bsdA; LysR family transcriptional regulator, salicylic acid-responsive activator of bsdBCD
K21756	Prokaryotic type	Helix-turn-helix	LysR family	catM; LysR family transcriptional regulator, cis,cis-muconate-responsive activator of cat and ben genes
K21757	Prokaryotic type	Helix-turn-helix	LysR family	benM; LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes
K21900	Prokaryotic type	Helix-turn-helix	LysR family	cysL; LysR family transcriptional regulator, transcriptional activator of the cysJI operon
K21959	Prokaryotic type	Helix-turn-helix	LysR family	ftsR; LysR family transcriptional regulator, cell division regulator
K22711	Prokaryotic type	Helix-turn-helix	LysR family	pltR; LysR family transcriptional regulator, pyoluteorin biosynthesis regulator
K23773	Prokaryotic type	Helix-turn-helix	LysR family	hdfR; LysR family transcriptional regulator, flagellar master operon regulator
K24082	Prokaryotic type	Helix-turn-helix	LysR family	pgrR; LysR family transcriptional regulator, regulator of peptidoglycan recycling
K26290	Prokaryotic type	Helix-turn-helix	LysR family	palR; LysR family transcriptional regulator, regulator of pal gene cluster
K27042	Prokaryotic type	Helix-turn-helix	LysR family	trpI; LysR family transcriptional regulator, trpBA operon transcriptional activator
K21960	Prokaryotic type	Helix-turn-helix	LysR family	ytlI; LysR family transcriptional regulator, regulator of the ytmI operon
K11534	Prokaryotic type	Helix-turn-helix	DeoR family	deoR; DeoR family transcriptional regulator, deoxyribose operon repressor
K02444	Prokaryotic type	Helix-turn-helix	DeoR family	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
K02530	Prokaryotic type	Helix-turn-helix	DeoR family	lacR; DeoR family transcriptional regulator, lactose phosphotransferase system repressor
K02436	Prokaryotic type	Helix-turn-helix	DeoR family	gatR; DeoR family transcriptional regulator, galactitol utilization operon repressor
K02081	Prokaryotic type	Helix-turn-helix	DeoR family	agaR; DeoR family transcriptional regulator, aga operon transcriptional repressor
K02430	Prokaryotic type	Helix-turn-helix	DeoR family	fucR; DeoR family transcriptional regulator, L-fucose operon activator
K03436	Prokaryotic type	Helix-turn-helix	DeoR family	fruR2, fruR; DeoR family transcriptional regulator, fructose operon transcriptional repressor
K02468	Prokaryotic type	Helix-turn-helix	DeoR family	srlR, gutR; DeoR family transcriptional regulator, glucitol operon repressor
K03477	Prokaryotic type	Helix-turn-helix	DeoR family	ulaR; DeoR family transcriptional regulator, ulaG and ulaABCDEF operon transcriptional repressor
K06283	Prokaryotic type	Helix-turn-helix	DeoR family	spoIIID; putative DeoR family transcriptional regulator, stage III sporulation protein D
K06608	Prokaryotic type	Helix-turn-helix	DeoR family	iolR; DeoR family transcriptional regulator, myo-inositol catabolism operon repressor
K20271	Prokaryotic type	Helix-turn-helix	DeoR family	accR; DeoR family transcriptional regulator, repressor of opine catabolism and conjugal transfer
K22103	Prokaryotic type	Helix-turn-helix	DeoR family	glcR; DeoR family transcriptional regulator, carbon catabolite repression regulator
K23774	Prokaryotic type	Helix-turn-helix	DeoR family	ccpN; DeoR family transcriptional regulator, catabolite repression regulator
K21601	Prokaryotic type	Helix-turn-helix	DeoR family	ycnK; DeoR family transcriptional regulator, copper-sensing transcriptional repressor
K09012	Prokaryotic type	Helix-turn-helix	DeoR family	sufR; DeoR family transcriptional regulator, suf operon transcriptional repressor
K27069	Prokaryotic type	Helix-turn-helix	LacI family	lacI; LacI family transcriptional regulator, lactose operon repressor
K02529	Prokaryotic type	Helix-turn-helix	LacI family	galR; LacI family transcriptional regulator, galactose operon repressor
K02525	Prokaryotic type	Helix-turn-helix	LacI family	kdgR; LacI family transcriptional regulator, kdg operon repressor
K05499	Prokaryotic type	Helix-turn-helix	LacI family	cytR; LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG
K03435	Prokaryotic type	Helix-turn-helix	LacI family	fruR1, fruR; LacI family transcriptional regulator, fructose operon transcriptional repressor
K03484	Prokaryotic type	Helix-turn-helix	LacI family	scrR; LacI family transcriptional regulator, sucrose operon repressor
K03485	Prokaryotic type	Helix-turn-helix	LacI family	treR; LacI family transcriptional regulator, trehalose operon repressor
K03487	Prokaryotic type	Helix-turn-helix	LacI family	ascG; LacI family transcriptional regulator, asc operon repressor
K03604	Prokaryotic type	Helix-turn-helix	LacI family	purR; LacI family transcriptional regulator, purine nucleotide synthesis repressor
K06145	Prokaryotic type	Helix-turn-helix	LacI family	gntR; LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor
K06146	Prokaryotic type	Helix-turn-helix	LacI family	idnR, gntH; LacI family transcriptional regulator, gluconate utilization system Gnt-II transcriptional activator
K12113	Prokaryotic type	Helix-turn-helix	LacI family	ebgR; LacI family transcriptional regulator, ebg operon repressor
K16136	Prokaryotic type	Helix-turn-helix	LacI family	malI; LacI family transcriptional regulator, maltose regulon regulatory protein
K17640	Prokaryotic type	Helix-turn-helix	LacI family	bxlR; LacI family transcriptional regulator, xylobiose transport system transcriptional regulator
K26609	Prokaryotic type	Helix-turn-helix	LacI family	exuR; LacI family transcriptional regulator, galacturonate utilization repressor
K02103	Prokaryotic type	Helix-turn-helix	GntR family	araR; GntR family transcriptional regulator, arabinose operon transcriptional repressor
K03482	Prokaryotic type	Helix-turn-helix	GntR family	yidP; GntR family transcriptional regulator, glv operon transcriptional regulator
K03486	Prokaryotic type	Helix-turn-helix	GntR family	treR2, treR; GntR family transcriptional regulator, trehalose operon transcriptional repressor
K03489	Prokaryotic type	Helix-turn-helix	GntR family	yydK; GntR family transcriptional regulator, transcriptional regulator of bglA
K03492	Prokaryotic type	Helix-turn-helix	GntR family	gmuR; GntR family transcriptional regulator, regulator of glucomannan utilization
K02043	Prokaryotic type	Helix-turn-helix	GntR family	phnF; GntR family transcriptional regulator, phosphonate transport system regulatory protein
K05836	Prokaryotic type	Helix-turn-helix	GntR family	hutC; GntR family transcriptional regulator, histidine utilization repressor
K10711	Prokaryotic type	Helix-turn-helix	GntR family	frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator
K11922	Prokaryotic type	Helix-turn-helix	GntR family	mngR, farR; GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor
K24966	Prokaryotic type	Helix-turn-helix	GntR family	gamR; GntR family transcriptional regulator, amino sugar utilization regulator
K24967	Prokaryotic type	Helix-turn-helix	GntR family	nagR; GntR family transcriptional regulator, N-acetylglucosamine utilization regulator
K24968	Prokaryotic type	Helix-turn-helix	GntR family	phnF; GntR family transcriptional regulator, repressor of the phnDCE operon
K24969	Prokaryotic type	Helix-turn-helix	GntR family	dasR; GntR family transcriptional regulator, nutrient-sensing system regulator
K03710	Prokaryotic type	Helix-turn-helix	GntR family	K03710; GntR family transcriptional regulator
K03603	Prokaryotic type	Helix-turn-helix	GntR family	fadR; GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA
K05799	Prokaryotic type	Helix-turn-helix	GntR family	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
K11474	Prokaryotic type	Helix-turn-helix	GntR family	glcC; GntR family transcriptional regulator, glc operon transcriptional activator
K13637	Prokaryotic type	Helix-turn-helix	GntR family	uxuR; GntR family transcriptional regulator, uxu operon transcriptional repressor
K19775	Prokaryotic type	Helix-turn-helix	GntR family	exuR; GntR family transcriptional regulator, hexuronate regulon transcriptional repressor
K14348	Prokaryotic type	Helix-turn-helix	GntR family	lldR; GntR family transcriptional regulator, L-lactate dehydrogenase operon regulator
K19776	Prokaryotic type	Helix-turn-helix	GntR family	dgoR; GntR family transcriptional regulator, galactonate operon transcriptional repressor
K22104	Prokaryotic type	Helix-turn-helix	GntR family	nanR; GntR family transcriptional regulator, sialic acid-inducible nan operon repressor
K00375	Prokaryotic type	Helix-turn-helix	GntR family	K00375; GntR family transcriptional regulator / MocR family aminotransferase
K18907	Prokaryotic type	Helix-turn-helix	GntR family	norG; GntR family transcriptional regulator, regulator for abcA and norABC
K07978	Prokaryotic type	Helix-turn-helix	GntR family	plmA; GntR family transcriptional regulator
K07979	Prokaryotic type	Helix-turn-helix	GntR family	ytrA; GntR family transcriptional regulator
K11476	Prokaryotic type	Helix-turn-helix	GntR family	gntR; GntR family transcriptional regulator, gluconate operon transcriptional repressor
K11475	Prokaryotic type	Helix-turn-helix	GntR family	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
K13654	Prokaryotic type	Helix-turn-helix	GntR family	mcbR; GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator
K15735	Prokaryotic type	Helix-turn-helix	GntR family	csiR; GntR family transcriptional regulator, carbon starvation induced regulator
K22293	Prokaryotic type	Helix-turn-helix	GntR family	rspR; GntR family transcriptional regulator, rspAB operon transcriptional repressor
K23015	Prokaryotic type	Helix-turn-helix	GntR family	lgoR; GntR family transcriptional regulator, transcriptional activator for L-galactonate catabolism
K23466	Prokaryotic type	Helix-turn-helix	GntR family	tgnR; GntR family transcriptional regulator, trigonelline degradation regulator
K18476	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein
K19047	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	tetC; TetR/AcrR family transcriptional regulator, repressor of tetCD
K02167	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes
K03577	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	acrR, smeT; TetR/AcrR family transcriptional regulator, acrAB operon repressor
K18136	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	acrR; TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor
K05501	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	slmA, ttk; TetR/AcrR family transcriptional regulator
K09017	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	rutR; TetR/AcrR family transcriptional regulator
K10913	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	hapR, luxR, litR; TetR/AcrR family transcriptional regulator, hemagglutinin/protease regulatory protein
K19736	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
K13770	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	ysiA, fadR; TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein
K16137	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
K16138	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	uidR; TetR/AcrR family transcriptional regulator, repressor for uid operon
K18301	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	mexL; TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor
K18129	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	mexZ; TetR/AcrR family transcriptional regulator, mexXY operon repressor
K18130	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	nalC; TetR/AcrR family transcriptional regulator, transcriptional repressor NalC
K18135	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	nalD; TetR/AcrR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon
K18137	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	adeN; TetR/AcrR family transcriptional regulator, repressor of the adeIJK operon
K18140	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	envR, acrS; TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor
K18294	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	nfxB; TetR/AcrR family transcriptional regulator, mexCD-oprJ operon repressor
K18905	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	ameR, rmiR; TetR/AcrR family transcriptional regulator, repressor of the ameABC operon
K18937	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	lfrR; TetR/AcrR family transcriptional regulator, repressor for lfrA
K18938	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	qacR; TetR/AcrR family transcriptional regulator, repressor for qacA
K18939	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	lmrA, yxaF; TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor
K18992	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	cmeR; TetR/AcrR family transcriptional regulator, cmeABC operon repressor
K19060	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	mphR; TetR/AcrR family transcriptional regulator, macrolide resistance operon repressor
K19335	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	bdcR; TetR/AcrR family transcriptional regulator, repressor for divergent bdcA
K20325	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	fhrR; TetR/AcrR family transcriptional regulator, Clp-modulated transcription factor
K21453	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	icaR; TetR/AcrR family transcriptional regulator, biofilm operon repressor
K21961	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	ethR, etaR; TetR/AcrR family transcriptional regulator, ethionamide resistance regulator
K21962	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	acnR; TetR/AcrR family transcriptional regulator, transcriptional repressor of aconitase
K22041	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	comR; TetR/AcrR family transcriptional regulator, copper-responsive repressor
K22105	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	fabR; TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator
K22106	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	fatR, bscR; TetR/AcrR family transcriptional regulator, repressor of fatR-cypB operon
K22107	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	kstR; TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator
K22108	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	kstR2; TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator
K22294	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	nicS; TetR/AcrR family transcriptional regulator, upper aerobic nicotinate degradation pathway regulator
K23777	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	cecR; TetR/AcrR family transcriptional regulator, regulator of cefoperazone and chloramphenicol sensitivity
K24699	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	mftR; TetR/AcrR family transcriptional regulator, regulator of mycofactocin system
K27107	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	mce3R; TetR/AcrR family transcriptional regulator, mce3 operon repressor
K22295	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	K22295; TetR/AcrR family transcriptional regulator, repressor for neighboring sulfatase
K23778	Prokaryotic type	Helix-turn-helix	TetR/AcrR family	rcdA; TetR/AcrR family transcriptional regulator, regulator of biofilm formation and stress response
K03718	Prokaryotic type	Helix-turn-helix	Lrp/AsnC family	asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
K03719	Prokaryotic type	Helix-turn-helix	Lrp/AsnC family	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
K06154	Prokaryotic type	Helix-turn-helix	Lrp/AsnC family	lysM; Lrp/AsnC family transcriptional regulator, involved in the regulation of lysine biosynthesis
K15782	Prokaryotic type	Helix-turn-helix	Lrp/AsnC family	doeX; Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes
K05800	Prokaryotic type	Helix-turn-helix	Lrp/AsnC family	decR, cyuR; Lrp/AsnC family transcriptional regulator, cysteine-sensing transcriptional activator
K26601	Prokaryotic type	Helix-turn-helix	Lrp/AsnC family	azlB; Lrp/AsnC family transcriptional regulator, repressor for azl operon
K15852	Prokaryotic type	Helix-turn-helix	LuxR family	luxR, vanR; LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon
K18304	Prokaryotic type	Helix-turn-helix	LuxR family	lasR; LuxR family transcriptional regulator, quorum-sensing system regulator LasR
K18099	Prokaryotic type	Helix-turn-helix	LuxR family	rhlR, phzR; LuxR family transcriptional regulator, quorum-sensing system regulator RhlR
K18098	Prokaryotic type	Helix-turn-helix	LuxR family	bjaR1, rpaR, rhiR; LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1
K07782	Prokaryotic type	Helix-turn-helix	LuxR family	sdiA; LuxR family transcriptional regulator, quorum-sensing system regulator SdiA
K19666	Prokaryotic type	Helix-turn-helix	LuxR family	solR, cepR, tofR; LuxR family transcriptional regulator, quorum-sensing system regulator SolR
K20540	Prokaryotic type	Helix-turn-helix	LuxR family	cepR2; LuxR family transcriptional regulator, quorum-sensing system regulator CepR2
K19731	Prokaryotic type	Helix-turn-helix	LuxR family	cciR; LuxR family transcriptional regulator, quorum-sensing system regulator CciR
K19732	Prokaryotic type	Helix-turn-helix	LuxR family	traR; LuxR family transcriptional regulator, activator of conjugal transfer of Ti plasmids
K19733	Prokaryotic type	Helix-turn-helix	LuxR family	sinR, avsR; LuxR family transcriptional regulator, quorum-sensing system regulator SinR
K19734	Prokaryotic type	Helix-turn-helix	LuxR family	expR; LuxR family transcriptional regulator, quorum-sensing system regulator ExpR
K20252	Prokaryotic type	Helix-turn-helix	LuxR family	cinR; LuxR family transcriptional regulator, quorum-sensing system regulator CinR
K20253	Prokaryotic type	Helix-turn-helix	LuxR family	bisR; LuxR family transcriptional regulator, quorum-sensing system regulator BisR
K21697	Prokaryotic type	Helix-turn-helix	LuxR family	vjbR; LuxR family transcriptional regulator, quorum-sensing system regulator VjbR
K21963	Prokaryotic type	Helix-turn-helix	LuxR family	ecpR, matA; LuxR family transcriptional regulator, Mat/Ecp fimbriae transcriptional regulator
K25873	Prokaryotic type	Helix-turn-helix	LuxR family	raiR; LuxR family transcriptional regulator, quorum-sensing system regulator RaiR
K07781	Prokaryotic type	Helix-turn-helix	LuxR family	rcsA; LuxR family transcriptional regulator, capsular biosynthesis positive transcription factor
K04333	Prokaryotic type	Helix-turn-helix	LuxR family	csgD; LuxR family transcriptional regulator, csgAB operon transcriptional regulatory protein
K01994	Prokaryotic type	Helix-turn-helix	LuxR family	gerE; LuxR family transcriptional regulator, transcriptional regulator of spore coat protein
K20330	Prokaryotic type	Helix-turn-helix	LuxR family	toxJ; LuxR family transcriptional regulator, activator of tox operons
K20334	Prokaryotic type	Helix-turn-helix	LuxR family	cviR; LuxR family transcriptional regulator, quorum-sensing system regulator CviR
K20918	Prokaryotic type	Helix-turn-helix	LuxR family	vpsT; LuxR family transcriptional regulator, positive regulator of biofilm formation
K21685	Prokaryotic type	Helix-turn-helix	LuxR family	ramA; LuxR family transcriptional regulator, regulator of acetate metabolism
K21901	Prokaryotic type	Helix-turn-helix	LuxR family	dctR; LuxR family transcriptional regulator, dicarboxylate transport regulator
K22650	Prokaryotic type	Helix-turn-helix	LuxR family	bglJ; LuxR family transcriptional regulator, regulator of transport and utilization of aryl beta-glucosides
K24912	Prokaryotic type	Helix-turn-helix	LuxR family	ramR, amfR; LuxR family transcriptional regulator, transcriptional activator for aerial hyphae formation
K03556	Prokaryotic type	Helix-turn-helix	LuxR family	malT; LuxR family transcriptional regulator, maltose regulon positive regulatory protein
K21748	Prokaryotic type	Helix-turn-helix	LuxR family	alkS; LuxR family transcriptional regulator, alkane degradation pathway regulator
