qseqid	stitle
TRINITY_DN10218_c0_g1_i5	PREDICTED: vacuolar protein sorting-associated protein 54, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10219_c0_g1_i7	PREDICTED: myosin-binding protein 7-like [Fragaria vesca subsp. vesca]
TRINITY_DN1021_c0_g1_i4	PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130 [Fragaria vesca subsp. vesca]
TRINITY_DN10220_c0_g1_i1	PREDICTED: eukaryotic initiation factor 4A-3 [Fragaria vesca subsp. vesca]
TRINITY_DN10225_c0_g1_i1	PREDICTED: acetolactate synthase 2, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10226_c0_g1_i4	PREDICTED: uncharacterized protein LOC101291108 [Fragaria vesca subsp. vesca]
TRINITY_DN10226_c0_g2_i1	PREDICTED: uncharacterized protein LOC101296426 [Fragaria vesca subsp. vesca]
TRINITY_DN10227_c0_g1_i2	PREDICTED: GDSL esterase/lipase At1g33811 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN1022_c0_g1_i19	PREDICTED: kinesin-like protein NACK2 [Fragaria vesca subsp. vesca]
TRINITY_DN1022_c1_g1_i7	PREDICTED: serine/threonine-protein kinase SAPK2-like [Fragaria vesca subsp. vesca]
TRINITY_DN10230_c0_g1_i1	PREDICTED: AMSH-like ubiquitin thioesterase 1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10231_c0_g1_i4	PREDICTED: uncharacterized protein LOC101303724 [Fragaria vesca subsp. vesca]
TRINITY_DN10232_c0_g1_i2	PREDICTED: acid phosphatase 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN10233_c0_g1_i1	PREDICTED: uncharacterized protein LOC101310687 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN10234_c0_g1_i10	vacuolar protein sorting-associated protein 55 homolog isoform X1 [Rosa chinensis]
TRINITY_DN10235_c0_g1_i1	PREDICTED: UPF0483 protein AGAP003155 [Fragaria vesca subsp. vesca]
TRINITY_DN10235_c0_g2_i2	PREDICTED: UPF0483 protein AGAP003155 [Fragaria vesca subsp. vesca]
TRINITY_DN10236_c0_g1_i2	PREDICTED: E3 ubiquitin-protein ligase SINAT5-like [Fragaria vesca subsp. vesca]
TRINITY_DN10238_c0_g1_i2	PREDICTED: E3 ubiquitin-protein ligase PUB23 [Fragaria vesca subsp. vesca]
TRINITY_DN1023_c0_g1_i3	PREDICTED: auxin-induced protein 10A5-like [Fragaria vesca subsp. vesca]
TRINITY_DN10240_c0_g1_i1	PREDICTED: LIM domain-containing protein WLIM1-like [Fragaria vesca subsp. vesca]
TRINITY_DN10241_c0_g1_i1	PREDICTED: photosynthetic NDH subunit of lumenal location 2, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10242_c0_g1_i1	40S ribosomal protein S8-like [Rosa chinensis]
TRINITY_DN10243_c0_g1_i10	PREDICTED: histone acetyltransferase MCC1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10244_c0_g1_i12	PREDICTED: serine/arginine-rich splicing factor RS31-like [Fragaria vesca subsp. vesca]
TRINITY_DN10246_c0_g1_i1	PREDICTED: uncharacterized protein LOC101309208 [Fragaria vesca subsp. vesca]
TRINITY_DN10246_c0_g2_i1	PREDICTED: uncharacterized protein LOC101309208 [Fragaria vesca subsp. vesca]
TRINITY_DN10247_c0_g1_i3	PREDICTED: BI1-like protein [Fragaria vesca subsp. vesca]
TRINITY_DN10248_c0_g1_i8	PREDICTED: adenylate kinase 1, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10249_c0_g1_i4	PREDICTED: chaperone protein dnaJ 20, chloroplastic isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN1024_c0_g1_i9	PREDICTED: uncharacterized protein LOC101293892 [Fragaria vesca subsp. vesca]
TRINITY_DN10250_c0_g1_i1	hypothetical protein VITISV_034688 [Vitis vinifera]
TRINITY_DN10250_c0_g2_i11	PREDICTED: IST1-like protein [Fragaria vesca subsp. vesca]
TRINITY_DN10252_c0_g1_i2	PREDICTED: RPM1-interacting protein 4 [Fragaria vesca subsp. vesca]
TRINITY_DN10253_c0_g1_i3	PREDICTED: uncharacterized protein LOC101303334 [Fragaria vesca subsp. vesca]
TRINITY_DN10254_c0_g1_i6	PREDICTED: uncharacterized protein LOC101299287 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN10255_c0_g1_i2	PREDICTED: 50S ribosomal protein L19, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10256_c0_g1_i2	PREDICTED: protein FAR1-RELATED SEQUENCE 5-like [Fragaria vesca subsp. vesca]
TRINITY_DN10256_c1_g1_i4	PREDICTED: serpin-ZX [Fragaria vesca subsp. vesca]
TRINITY_DN10256_c2_g1_i6	PREDICTED: inner membrane protein PPF-1, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10257_c0_g1_i11	PREDICTED: zinc transporter 4, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10257_c0_g2_i1	PREDICTED: zinc transporter 4, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10258_c1_g1_i1	PREDICTED: K(+) efflux antiporter 6 [Fragaria vesca subsp. vesca]
TRINITY_DN10259_c0_g3_i1	PREDICTED: uncharacterized protein LOC101290856 [Fragaria vesca subsp. vesca]
TRINITY_DN10261_c0_g1_i6	PREDICTED: uncharacterized protein LOC101298948 [Fragaria vesca subsp. vesca]
TRINITY_DN10262_c0_g1_i6	PREDICTED: pentatricopeptide repeat-containing protein At2g37320 [Fragaria vesca subsp. vesca]
TRINITY_DN10263_c0_g1_i7	PREDICTED: uncharacterized protein LOC101291254 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10263_c1_g1_i3	PREDICTED: probable LRR receptor-like serine/threonine-protein kinase At4g37250 [Fragaria vesca subsp. vesca]
TRINITY_DN10264_c0_g1_i2	PREDICTED: uncharacterized protein LOC101291014 [Fragaria vesca subsp. vesca]
TRINITY_DN10264_c1_g1_i2	PREDICTED: uncharacterized protein LOC101291014 [Fragaria vesca subsp. vesca]
TRINITY_DN10265_c0_g1_i5	PREDICTED: abscisic acid 8'-hydroxylase 4-like [Fragaria vesca subsp. vesca]
TRINITY_DN10266_c0_g1_i1	PREDICTED: aspartic proteinase PCS1 [Fragaria vesca subsp. vesca]
TRINITY_DN10267_c0_g1_i1	PREDICTED: uncharacterized protein LOC101309601 [Fragaria vesca subsp. vesca]
TRINITY_DN10267_c0_g2_i2	PREDICTED: uncharacterized protein LOC101309601 [Fragaria vesca subsp. vesca]
TRINITY_DN10268_c0_g1_i5	PREDICTED: protein LOW PSII ACCUMULATION 2, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10269_c0_g2_i14	PREDICTED: zinc finger MYM-type protein 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN10269_c0_g3_i1	PREDICTED: uncharacterized protein LOC101313326 [Fragaria vesca subsp. vesca]
TRINITY_DN1026_c0_g1_i30	PREDICTED: uncharacterized protein LOC101304636 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN1026_c1_g1_i11	PREDICTED: serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10270_c0_g1_i3	PREDICTED: uncharacterized protein LOC101315402 [Fragaria vesca subsp. vesca]
TRINITY_DN10271_c0_g1_i8	PREDICTED: piezo-type mechanosensitive ion channel homolog isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10272_c0_g1_i10	PREDICTED: uncharacterized protein At4g00950 [Fragaria vesca subsp. vesca]
TRINITY_DN10273_c0_g2_i3	PREDICTED: NAC domain-containing protein 48 [Fragaria vesca subsp. vesca]
TRINITY_DN10276_c0_g1_i4	PREDICTED: uncharacterized protein LOC101290897 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10277_c0_g1_i7	PREDICTED: monofunctional riboflavin biosynthesis protein RIBA 3, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10278_c0_g1_i6	PREDICTED: uncharacterized protein LOC105351429 [Fragaria vesca subsp. vesca]
TRINITY_DN10278_c0_g2_i1	PREDICTED: uncharacterized protein LOC105351429 [Fragaria vesca subsp. vesca]
TRINITY_DN10278_c0_g3_i1	hypothetical protein RchiOBHm_Chr7g0196851 [Rosa chinensis]
TRINITY_DN10279_c0_g1_i4	PREDICTED: uncharacterized protein LOC101297570 [Fragaria vesca subsp. vesca]
TRINITY_DN1027_c0_g1_i2	PREDICTED: carboxymethylenebutenolidase homolog [Fragaria vesca subsp. vesca]
TRINITY_DN1027_c0_g2_i3	PREDICTED: carboxymethylenebutenolidase homolog [Fragaria vesca subsp. vesca]
TRINITY_DN1027_c1_g1_i1	PREDICTED: pentatricopeptide repeat-containing protein At1g43980, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN10280_c0_g1_i6	PREDICTED: lysine histidine transporter 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN10283_c0_g1_i1	PREDICTED: pectin acetylesterase 5-like [Fragaria vesca subsp. vesca]
TRINITY_DN10285_c0_g1_i5	PREDICTED: ceramide-1-phosphate transfer protein [Fragaria vesca subsp. vesca]
TRINITY_DN10286_c0_g1_i1	PREDICTED: bystin [Fragaria vesca subsp. vesca]
TRINITY_DN10288_c0_g1_i1	PREDICTED: peptidyl-prolyl cis-trans isomerase CYP18-2 [Fragaria vesca subsp. vesca]
TRINITY_DN10288_c0_g3_i1	Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain [Macleaya cordata]
TRINITY_DN10290_c0_g1_i6	PREDICTED: BES1/BZR1 homolog protein 2 [Fragaria vesca subsp. vesca]
TRINITY_DN10290_c0_g2_i1	dCTP pyrophosphatase 1-like [Rosa chinensis]
TRINITY_DN10291_c0_g1_i7	PREDICTED: uncharacterized protein LOC101307271 [Fragaria vesca subsp. vesca]
TRINITY_DN10292_c0_g1_i4	PREDICTED: probable beta-1,3-galactosyltransferase 20 [Fragaria vesca subsp. vesca]
TRINITY_DN10293_c0_g1_i9	PREDICTED: thiosulfate/3-mercaptopyruvate sulfurtransferase 1, mitochondrial-like [Fragaria vesca subsp. vesca]
TRINITY_DN10294_c0_g1_i2	PREDICTED: calcium permeable stress-gated cation channel 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN10295_c0_g1_i1	PREDICTED: uncharacterized protein LOC101307237 [Fragaria vesca subsp. vesca]
TRINITY_DN10296_c0_g1_i5	PREDICTED: DEAD-box ATP-dependent RNA helicase 5 [Fragaria vesca subsp. vesca]
TRINITY_DN10296_c0_g2_i4	PREDICTED: sigma factor binding protein 2, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10297_c0_g1_i5	PREDICTED: peroxiredoxin-2F, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN10297_c0_g2_i4	PREDICTED: peroxiredoxin-2F, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN10297_c0_g3_i1	PREDICTED: reverse mRNAase [Prunus dulcis]
TRINITY_DN10298_c0_g1_i1	PREDICTED: decapping nuclease DXO homolog, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10299_c0_g1_i9	PREDICTED: gamma-secretase subunit APH1-like [Fragaria vesca subsp. vesca]
TRINITY_DN1029_c0_g1_i3	PREDICTED: cleavage stimulation factor subunit 77 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN1029_c1_g1_i3	UPF0187 protein At3g61320, chloroplastic-like [Rosa chinensis]
TRINITY_DN102_c0_g1_i8	PREDICTED: cyclic nucleotide-gated ion channel 1-like isoform X3 [Fragaria vesca subsp. vesca]
TRINITY_DN10300_c0_g1_i18	PREDICTED: probable sodium/metabolite cotransporter BASS4, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10301_c0_g1_i1	LOW QUALITY PROTEIN: polyubiquitin [Malus domestica]
TRINITY_DN10301_c0_g2_i2	PREDICTED: ubiquitin-NEDD8-like protein RUB2 [Fragaria vesca subsp. vesca]
TRINITY_DN10302_c0_g2_i2	PREDICTED: serine/arginine-rich-splicing factor SR34-like isoform X3 [Fragaria vesca subsp. vesca]
TRINITY_DN10303_c0_g1_i2	methyl-CpG-binding domain-containing protein 11-like [Rosa chinensis]
TRINITY_DN10303_c0_g2_i13	methyl-CpG-binding domain-containing protein 11-like [Rosa chinensis]
TRINITY_DN10304_c0_g1_i8	PREDICTED: non-structural maintenance of chromosomes element 1 homolog [Fragaria vesca subsp. vesca]
TRINITY_DN10305_c0_g1_i9	PREDICTED: phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [Fragaria vesca subsp. vesca]
TRINITY_DN10306_c0_g1_i11	PREDICTED: vacuolar amino acid transporter 1 [Fragaria vesca subsp. vesca]
TRINITY_DN10307_c0_g1_i2	uncharacterized protein LOC112200984 isoform X1 [Rosa chinensis]
TRINITY_DN10309_c0_g1_i7	PREDICTED: spermatogenesis-associated protein 20 [Fragaria vesca subsp. vesca]
TRINITY_DN1030_c0_g2_i1	PREDICTED: syntaxin-32 [Fragaria vesca subsp. vesca]
TRINITY_DN10310_c0_g1_i1	PREDICTED: protein yippee-like At5g53940 [Fragaria vesca subsp. vesca]
TRINITY_DN10310_c0_g2_i2	protein yippee-like At5g53940 isoform X2 [Rosa chinensis]
TRINITY_DN10311_c0_g1_i3	PREDICTED: uncharacterized protein LOC101303065 [Fragaria vesca subsp. vesca]
TRINITY_DN10312_c0_g1_i3	PREDICTED: B-cell receptor-associated protein 31-like [Fragaria vesca subsp. vesca]
TRINITY_DN10314_c0_g1_i7	PREDICTED: protein NRT1/ PTR FAMILY 8.3-like [Fragaria vesca subsp. vesca]
TRINITY_DN10316_c0_g1_i6	PREDICTED: putative U-box domain-containing protein 50 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10317_c0_g1_i2	hypothetical protein DVH24_039284 [Malus domestica]
TRINITY_DN10318_c0_g1_i5	PREDICTED: uncharacterized protein LOC101299496 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN10319_c0_g1_i6	PREDICTED: alpha carbonic anhydrase 1, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10319_c0_g2_i1	PREDICTED: alpha carbonic anhydrase 1, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN1031_c0_g1_i6	PREDICTED: uncharacterized protein LOC101298741 [Fragaria vesca subsp. vesca]
TRINITY_DN1031_c1_g1_i1	PREDICTED: uncharacterized protein LOC101315302 [Fragaria vesca subsp. vesca]
TRINITY_DN10320_c0_g1_i5	PREDICTED: UPF0160 protein MYG1, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN10321_c0_g1_i7	PREDICTED: 50S ribosomal protein L27, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10321_c1_g1_i2	PREDICTED: zinc finger protein 511 [Fragaria vesca subsp. vesca]
TRINITY_DN10322_c0_g1_i2	PREDICTED: uncharacterized protein LOC105350638 [Fragaria vesca subsp. vesca]
TRINITY_DN10323_c0_g2_i2	PREDICTED: early nodulin-like protein 2 [Fragaria vesca subsp. vesca]
TRINITY_DN10324_c1_g1_i2	PREDICTED: putative ubiquitin-conjugating enzyme E2 38 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10325_c0_g1_i1	PREDICTED: glycine-rich cell wall structural protein 1.8 [Fragaria vesca subsp. vesca]
TRINITY_DN10326_c0_g1_i3	pyrophosphate-energized vacuolar membrane proton pump-like [Rosa chinensis]
TRINITY_DN10326_c1_g1_i6	PREDICTED: pyrophosphate-energized vacuolar membrane proton pump 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN10327_c0_g1_i6	PREDICTED: beta-galactosidase 17 [Fragaria vesca subsp. vesca]
TRINITY_DN10328_c0_g1_i4	PREDICTED: protein indeterminate-domain 7-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN10329_c0_g1_i4	PREDICTED: protein TIFY 9 [Fragaria vesca subsp. vesca]
TRINITY_DN1032_c0_g2_i2	PREDICTED: uncharacterized protein LOC101298116 [Fragaria vesca subsp. vesca]
TRINITY_DN10330_c0_g2_i1	PREDICTED: non-specific lipid transfer protein GPI-anchored 1 [Fragaria vesca subsp. vesca]
TRINITY_DN10331_c0_g1_i6	PREDICTED: uncharacterized protein LOC101290843 [Fragaria vesca subsp. vesca]
TRINITY_DN10332_c0_g1_i6	PREDICTED: PGR5-like protein 1A, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10332_c0_g2_i1	PREDICTED: PGR5-like protein 1A, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10332_c1_g1_i4	PREDICTED: lipoyl synthase 1, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10333_c0_g1_i4	PREDICTED: F-box protein At3g07870-like [Fragaria vesca subsp. vesca]
TRINITY_DN10334_c0_g1_i7	PREDICTED: probable protein S-acyltransferase 1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10335_c0_g1_i1	PREDICTED: ABC transporter F family member 3 [Fragaria vesca subsp. vesca]
TRINITY_DN10336_c0_g1_i14	PREDICTED: chorismate mutase 1, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10337_c0_g1_i1	PREDICTED: uncharacterized protein LOC101299313 [Fragaria vesca subsp. vesca]
TRINITY_DN10338_c0_g1_i4	phospho-2-dehydro-3-deoxyheptonate aldolase [Fragaria x ananassa]
TRINITY_DN1033_c0_g1_i10	PREDICTED: FK506-binding protein 4-like [Fragaria vesca subsp. vesca]
TRINITY_DN10341_c0_g1_i4	K transporter protein [Fragaria vesca subsp. vesca]
TRINITY_DN10342_c1_g1_i7	PREDICTED: photosystem II reaction center Psb28 protein [Fragaria vesca subsp. vesca]
TRINITY_DN10343_c0_g1_i12	PREDICTED: probable envelope ADP,ATP carrier protein, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10344_c0_g1_i2	PREDICTED: replication factor C subunit 2 [Fragaria vesca subsp. vesca]
TRINITY_DN10345_c0_g1_i1	PREDICTED: uncharacterized protein LOC101292977 [Fragaria vesca subsp. vesca]
TRINITY_DN10346_c0_g2_i2	PREDICTED: uncharacterized protein LOC101297769 [Fragaria vesca subsp. vesca]
TRINITY_DN10347_c0_g1_i5	PREDICTED: protein MITOFERRINLIKE 1, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10347_c0_g2_i6	PREDICTED: protein MITOFERRINLIKE 1, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10348_c0_g1_i4	PREDICTED: protein TRANSPARENT TESTA 12-like [Fragaria vesca subsp. vesca]
TRINITY_DN10348_c0_g2_i1	PREDICTED: 60S ribosomal protein L27a-2-like [Fragaria vesca subsp. vesca]
TRINITY_DN10349_c0_g1_i4	PREDICTED: 60S ribosomal protein L37-3 [Fragaria vesca subsp. vesca]
TRINITY_DN1034_c0_g1_i8	PREDICTED: phospholipase D delta [Fragaria vesca subsp. vesca]
TRINITY_DN1034_c1_g1_i3	PREDICTED: ankyrin repeat domain-containing protein, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10350_c0_g1_i13	PREDICTED: NAC domain-containing protein 74-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN10350_c0_g2_i2	PREDICTED: NAC domain-containing protein 4-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN10351_c0_g1_i3	PREDICTED: primary amine oxidase-like [Fragaria vesca subsp. vesca]
TRINITY_DN10352_c0_g1_i2	Major facilitator superfamily protein, partial [Prunus dulcis]
TRINITY_DN10353_c0_g1_i4	PREDICTED: autophagy-related protein 18f [Fragaria vesca subsp. vesca]
TRINITY_DN10354_c0_g1_i1	PREDICTED: UDP-glycosyltransferase 87A1-like [Fragaria vesca subsp. vesca]
TRINITY_DN10354_c0_g2_i1	PREDICTED: UDP-glycosyltransferase 87A1-like [Fragaria vesca subsp. vesca]
TRINITY_DN10355_c0_g1_i1	PREDICTED: LOW QUALITY PROTEIN: prefoldin subunit 6 [Fragaria vesca subsp. vesca]
TRINITY_DN10356_c0_g1_i5	PREDICTED: probable E3 ubiquitin-protein ligase RNF217 [Fragaria vesca subsp. vesca]
TRINITY_DN10357_c0_g1_i3	PREDICTED: tricyclene synthase EBOS, chloroplastic-like [Fragaria vesca subsp. vesca]
TRINITY_DN10358_c1_g1_i1	PREDICTED: uncharacterized protein LOC101305076 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10359_c0_g1_i1	PREDICTED: signal peptide peptidase-like 4 [Fragaria vesca subsp. vesca]
TRINITY_DN10359_c1_g1_i1	PREDICTED: uncharacterized protein LOC105352336 [Fragaria vesca subsp. vesca]
TRINITY_DN1035_c0_g1_i8	PREDICTED: receptor-like protein kinase THESEUS 1 [Fragaria vesca subsp. vesca]
TRINITY_DN1035_c2_g1_i5	PREDICTED: long-chain-alcohol oxidase FAO1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10360_c0_g1_i1	PREDICTED: potassium transporter 7 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10361_c0_g1_i14	PREDICTED: phosphoglycerate mutase-like protein 4 [Fragaria vesca subsp. vesca]
TRINITY_DN10364_c0_g1_i1	PREDICTED: E3 ubiquitin-protein ligase COP1 [Fragaria vesca subsp. vesca]
TRINITY_DN10365_c0_g1_i4	PREDICTED: protein SSUH2 homolog [Fragaria vesca subsp. vesca]
TRINITY_DN10366_c0_g1_i5	PREDICTED: glucan endo-1,3-beta-glucosidase 8 [Fragaria vesca subsp. vesca]
TRINITY_DN10367_c0_g1_i8	PREDICTED: uncharacterized protein LOC101307316 [Fragaria vesca subsp. vesca]
TRINITY_DN10368_c0_g1_i2	PREDICTED: cyclin-dependent kinase G-2 [Fragaria vesca subsp. vesca]
TRINITY_DN10369_c0_g1_i10	PREDICTED: 3-epi-6-deoxocathasterone 23-monooxygenase isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN1036_c0_g1_i3	PREDICTED: WD repeat-containing protein RUP2 [Fragaria vesca subsp. vesca]
TRINITY_DN10370_c0_g1_i3	PREDICTED: probable carboxylesterase 18 [Fragaria vesca subsp. vesca]
TRINITY_DN10370_c0_g2_i2	PREDICTED: probable carboxylesterase 18 [Fragaria vesca subsp. vesca]
TRINITY_DN10372_c0_g1_i5	PREDICTED: chloroplastic group IIA intron splicing facilitator CRS1, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN10373_c0_g1_i3	PREDICTED: protein NETWORKED 1A [Fragaria vesca subsp. vesca]
TRINITY_DN10374_c0_g1_i9	PREDICTED: F-box protein At5g52880 [Fragaria vesca subsp. vesca]
TRINITY_DN10374_c0_g2_i2	PREDICTED: F-box protein At5g52880 [Fragaria vesca subsp. vesca]
TRINITY_DN10375_c0_g1_i4	PREDICTED: uncharacterized protein LOC101291830 [Fragaria vesca subsp. vesca]
TRINITY_DN10375_c0_g2_i4	PREDICTED: uncharacterized protein LOC101291830 [Fragaria vesca subsp. vesca]
TRINITY_DN10376_c0_g1_i7	PREDICTED: serine/threonine-protein kinase Nek6 [Fragaria vesca subsp. vesca]
TRINITY_DN10376_c1_g1_i6	PREDICTED: serine/threonine-protein kinase Nek6 [Fragaria vesca subsp. vesca]
TRINITY_DN10378_c0_g1_i3	PREDICTED: uncharacterized protein LOC101304061 [Fragaria vesca subsp. vesca]
TRINITY_DN10379_c0_g1_i2	PREDICTED: uncharacterized protein LOC101315096 [Fragaria vesca subsp. vesca]
TRINITY_DN1037_c0_g1_i7	PREDICTED: probable serine/threonine protein phosphatase 2A regulatory subunit B''epsilon isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN1037_c0_g2_i1	PREDICTED: serine/threonine protein phosphatase 2A regulatory subunit B''beta-like [Fragaria vesca subsp. vesca]
TRINITY_DN1037_c1_g1_i8	PREDICTED: probable caffeoyl-CoA O-methyltransferase At4g26220 [Fragaria vesca subsp. vesca]
TRINITY_DN10381_c0_g2_i1	PREDICTED: TBC1 domain family member 13 [Fragaria vesca subsp. vesca]
TRINITY_DN10382_c0_g1_i3	PREDICTED: protein BCCIP homolog [Fragaria vesca subsp. vesca]
TRINITY_DN10383_c0_g1_i1	PREDICTED: protein NUCLEAR FUSION DEFECTIVE 4 [Fragaria vesca subsp. vesca]
TRINITY_DN10384_c0_g1_i1	PREDICTED: IST1 homolog [Fragaria vesca subsp. vesca]
TRINITY_DN10384_c0_g2_i1	pyruvate decarboxylase [Fragaria x ananassa]
TRINITY_DN10387_c0_g1_i8	PREDICTED: heparan-alpha-glucosaminide N-acetyltransferase-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10390_c0_g1_i1	PREDICTED: peroxisomal membrane protein PMP22-like [Fragaria vesca subsp. vesca]
TRINITY_DN10391_c0_g1_i6	PREDICTED: RNA polymerase II-associated protein 3 [Fragaria vesca subsp. vesca]
TRINITY_DN10391_c1_g1_i5	PREDICTED: CASP-like protein ARALYDRAFT_485429 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN10392_c0_g1_i6	PREDICTED: cytochrome P450 89A2-like [Fragaria vesca subsp. vesca]
TRINITY_DN10394_c0_g1_i1	PREDICTED: uncharacterized protein LOC101306219 [Fragaria vesca subsp. vesca]
TRINITY_DN10395_c0_g1_i1	hypothetical protein ES332_D11G310900v1 [Gossypium tomentosum]
