GO_ID	GO_Tier2_ID	GO_Tier1_ID	Tier_Level
GO:1990100_DnaB-DnaC complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990104_DNA bending complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990112_RQC complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990125_DiaA complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990130_GATOR1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990131_Gtr1-Gtr2 GTPase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990143_CoA-synthesizing protein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990200_SsuD-SsuE complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990221_L-cysteine desulfurase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990225_rhoptry neck	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990229_iron-sulfur cluster assembly complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990249_nucleotide-excision repair_DNA damage recognition complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990252_Syp1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990295_post-anaphase microtubule array	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990298_bub1-bub3 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990315_Mcs4 RR-MAPKKK complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990328_RPB4-RPB7 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990333_mitotic checkpoint complex_CDC20-MAD2 subcomplex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990341_thrombospondin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990346_BID-BCL-xl complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990351_transporter complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990356_sumoylated E2 ligase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990391_DNA repair complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990393_3M complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990415_Pex17p-Pex14p docking complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990423_RZZ complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990427_stereocilia tip-link density	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990453_nucleosome disassembly_reassembly complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990463_lateral cortical node	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990469_Rhino-Deadlock-Cutoff Complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990477_NURS complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990499_raps-insc complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990509_PYM-mago-Y14 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990526_Ste12p-Dig1p-Dig2p complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990527_Tec1p-Ste12p-Dig1p complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990528_Rvs161p-Rvs167p complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990533_Dom34-Hbs1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990563_extracellular exosome complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990586_divisome complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990597_AIP1-IRE1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990615_Kelch-containing formin regulatory complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990622_CHOP-ATF3 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990630_IRE1-RACK1-PP2A complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990660_calprotectin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990661_S100A8 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990665_AnxA2-p11 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990666_PCSK9-LDLR complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990667_PCSK9-AnxA2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990682_CSF1-CSF1R complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990684_protein-lipid-RNA complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990696_USH2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990706_MAD1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990713_survivin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990716_axonemal central apparatus	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990717_axonemal central bridge	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990718_axonemal central pair projection	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990727_tubulin folding cofactor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990728_mitotic spindle assembly checkpoint MAD1-MAD2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990730_VCP-NSFL1C complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990733_titin-telethonin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990745_EARP complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990752_microtubule end	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990783_periphagosomal region of cytoplasm	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990788_GLI-SUFU complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990794_basolateral part of cell	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990805_central cylinder	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990811_MWP complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990819_actin fusion focus	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990826_nucleoplasmic periphery of the nuclear pore complex	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990836_lysosomal matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990861_Ubp3-Bre5 deubiquitination complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990871_Vma12-Vma22 assembly complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990875_nucleoplasmic side of nuclear pore	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990876_cytoplasmic side of nuclear pore	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990900_ciliary pocket collar	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990904_ribonucleoprotein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990909_Wnt signalosome	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990916_Isp3 layer of spore wall	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990923_PET complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990957_NPHP complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990964_actin cytoskeleton-regulatory complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0000035_acyl binding	GO:0005488_binding	molecular_function	Tier3
GO:0000155_phosphorelay sensor kinase activity	GO:0140299_small molecule sensor activity	molecular_function	Tier3
GO:0000156_phosphorelay response regulator activity	GO:0060089_molecular transducer activity	molecular_function	Tier3
GO:0001070_RNA-binding transcription regulator activity	GO:0140110_transcription regulator activity	molecular_function	Tier3
GO:0001072_transcription antitermination factor activity_RNA binding	GO:0140110_transcription regulator activity	molecular_function	Tier3
GO:0001073_transcription antitermination factor activity_DNA binding	GO:0140110_transcription regulator activity	molecular_function	Tier3
GO:0003682_chromatin binding	GO:0005488_binding	molecular_function	Tier3
GO:0003700_DNA-binding transcription factor activity	GO:0140110_transcription regulator activity	molecular_function	Tier3
GO:0003711_transcription elongation regulator activity	GO:0140110_transcription regulator activity	molecular_function	Tier3
GO:0003712_transcription coregulator activity	GO:0140110_transcription regulator activity	molecular_function	Tier3
GO:0003735_structural constituent of ribosome	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0003823_antigen binding	GO:0005488_binding	molecular_function	Tier3
GO:0004133_glycogen debranching enzyme activity	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0004362_glutathione-disulfide reductase activity	GO:0016209_antioxidant activity	molecular_function	Tier3
GO:0004601_peroxidase activity	GO:0016209_antioxidant activity	molecular_function	Tier3
GO:0004694_eukaryotic translation initiation factor 2alpha kinase activity	GO:0045182_translation regulator activity	molecular_function	Tier3
GO:0004784_superoxide dismutase activity	GO:0016209_antioxidant activity	molecular_function	Tier3
GO:0004791_thioredoxin-disulfide reductase activity	GO:0016209_antioxidant activity	molecular_function	Tier3
GO:0004873_asialoglycoprotein receptor activity	GO:0038024_cargo receptor activity	molecular_function	Tier3
GO:0004998_transferrin receptor activity	GO:0038024_cargo receptor activity	molecular_function	Tier3
GO:0005034_osmosensor activity	GO:0140299_small molecule sensor activity	molecular_function	Tier3
GO:0005044_scavenger receptor activity	GO:0038024_cargo receptor activity	molecular_function	Tier3
GO:0005085_guanyl-nucleotide exchange factor activity	GO:0098772_molecular function regulator	molecular_function	Tier3
GO:0005199_structural constituent of cell wall	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0005200_structural constituent of cytoskeleton	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0005201_extracellular matrix structural constituent	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0005212_structural constituent of eye lens	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0005213_structural constituent of egg chorion	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0005319_lipid transporter activity	GO:0005215_transporter activity	molecular_function	Tier3
GO:0005344_oxygen carrier activity	GO:0005215_transporter activity	molecular_function	Tier3
GO:0005515_protein binding	GO:0005488_binding	molecular_function	Tier3
GO:0005549_odorant binding	GO:0005488_binding	molecular_function	Tier3
GO:0008144_drug binding	GO:0005488_binding	molecular_function	Tier3
GO:0008147_structural constituent of bone	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0008196_vitellogenin receptor activity	GO:0038024_cargo receptor activity	molecular_function	Tier3
GO:0008289_lipid binding	GO:0005488_binding	molecular_function	Tier3
GO:0008307_structural constituent of muscle	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0008316_structural constituent of vitelline membrane	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0008430_selenium binding	GO:0005488_binding	molecular_function	Tier3
GO:0009927_histidine phosphotransfer kinase activity	GO:0060089_molecular transducer activity	molecular_function	Tier3
GO:0009975_cyclase activity	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0015643_toxic substance binding	GO:0005488_binding	molecular_function	Tier3
GO:0016247_channel regulator activity	GO:0098772_molecular function regulator	molecular_function	Tier3
GO:0016490_structural constituent of peritrophic membrane	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0016491_oxidoreductase activity	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0016530_metallochaperone activity	GO:0140104_molecular carrier activity	molecular_function	Tier3
GO:0016740_transferase activity	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0016787_hydrolase activity	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0016829_lyase activity	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0016853_isomerase activity	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0016874_ligase activity	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0016964_alpha-2 macroglobulin receptor activity	GO:0038024_cargo receptor activity	molecular_function	Tier3
GO:0016987_sigma factor activity	GO:0140110_transcription regulator activity	molecular_function	Tier3
GO:0017056_structural constituent of nuclear pore	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0019808_polyamine binding	GO:0005488_binding	molecular_function	Tier3
GO:0019826_oxygen sensor activity	GO:0140299_small molecule sensor activity	molecular_function	Tier3
GO:0019911_structural constituent of myelin sheath	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0022857_transmembrane transporter activity	GO:0005215_transporter activity	molecular_function	Tier3
GO:0030226_apolipoprotein receptor activity	GO:0038024_cargo receptor activity	molecular_function	Tier3
GO:0030228_lipoprotein particle receptor activity	GO:0038024_cargo receptor activity	molecular_function	Tier3
GO:0030234_enzyme regulator activity	GO:0098772_molecular function regulator	molecular_function	Tier3
GO:0030246_carbohydrate binding	GO:0005488_binding	molecular_function	Tier3
GO:0030280_structural constituent of skin epidermis	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0030281_structural constituent of cutaneous appendage	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0030371_translation repressor activity	GO:0045182_translation regulator activity	molecular_function	Tier3
GO:0030527_structural constituent of chromatin	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0030545_receptor regulator activity	GO:0098772_molecular function regulator	molecular_function	Tier3
GO:0031409_pigment binding	GO:0005488_binding	molecular_function	Tier3
GO:0031992_energy transducer activity	GO:0060089_molecular transducer activity	molecular_function	Tier3
GO:0032451_demethylase activity	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0032542_sulfiredoxin activity	GO:0016209_antioxidant activity	molecular_function	Tier3
GO:0032977_membrane insertase activity	GO:0140104_molecular carrier activity	molecular_function	Tier3
GO:0033218_amide binding	GO:0005488_binding	molecular_function	Tier3
GO:0033226_2-aminoethylphosphonate binding	GO:0005488_binding	molecular_function	Tier3
GO:0033568_lactoferrin receptor activity	GO:0038024_cargo receptor activity	molecular_function	Tier3
GO:0035731_dinitrosyl-iron complex binding	GO:0005488_binding	molecular_function	Tier3
GO:0035804_structural constituent of egg coat	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0035991_nitric oxide sensor activity	GO:0140299_small molecule sensor activity	molecular_function	Tier3
GO:0036094_small molecule binding	GO:0005488_binding	molecular_function	Tier3
GO:0038023_signaling receptor activity	GO:0060089_molecular transducer activity	molecular_function	Tier3
GO:0039660_structural constituent of virion	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0042165_neurotransmitter binding	GO:0005488_binding	molecular_function	Tier3
GO:0042302_structural constituent of cuticle	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0042562_hormone binding	GO:0005488_binding	molecular_function	Tier3
GO:0043167_ion binding	GO:0005488_binding	molecular_function	Tier3
GO:0043176_amine binding	GO:0005488_binding	molecular_function	Tier3
GO:0043287_poly(3-hydroxyalkanoate) binding	GO:0005488_binding	molecular_function	Tier3
GO:0043515_kinetochore binding	GO:0005488_binding	molecular_function	Tier3
GO:0043856_anti-sigma factor antagonist activity	GO:0140110_transcription regulator activity	molecular_function	Tier3
GO:0043886_structural constituent of carboxysome	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0044590_iron-sulfur-molybdenum cofactor binding	GO:0005488_binding	molecular_function	Tier3
GO:0044877_protein-containing complex binding	GO:0005488_binding	molecular_function	Tier3
GO:0045174_glutathione dehydrogenase (ascorbate) activity	GO:0016209_antioxidant activity	molecular_function	Tier3
GO:0045183_translation factor activity_non-nucleic acid binding	GO:0045182_translation regulator activity	molecular_function	Tier3
GO:0046790_virion binding	GO:0005488_binding	molecular_function	Tier3
GO:0046812_host cell surface binding	GO:0005488_binding	molecular_function	Tier3
GO:0046848_hydroxyapatite binding	GO:0005488_binding	molecular_function	Tier3
GO:0046904_calcium oxalate binding	GO:0005488_binding	molecular_function	Tier3
GO:0048038_quinone binding	GO:0005488_binding	molecular_function	Tier3
GO:0050436_microfibril binding	GO:0005488_binding	molecular_function	Tier3
GO:0050605_superoxide reductase activity	GO:0016209_antioxidant activity	molecular_function	Tier3
GO:0050825_ice binding	GO:0005488_binding	molecular_function	Tier3
GO:0050840_extracellular matrix binding	GO:0005488_binding	molecular_function	Tier3
GO:0050997_quaternary ammonium group binding	GO:0005488_binding	molecular_function	Tier3
GO:0051192_prosthetic group binding	GO:0005488_binding	molecular_function	Tier3
GO:0051540_metal cluster binding	GO:0005488_binding	molecular_function	Tier3
GO:0051920_peroxiredoxin activity	GO:0016209_antioxidant activity	molecular_function	Tier3
GO:0060090_molecular adaptor activity	GO:0005488_binding	molecular_function	Tier3
GO:0061714_folic acid receptor activity	GO:0038024_cargo receptor activity	molecular_function	Tier3
GO:0061783_peptidoglycan muralytic activity	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0061891_calcium ion sensor activity	GO:0140299_small molecule sensor activity	molecular_function	Tier3
GO:0070026_nitric oxide binding	GO:0005488_binding	molecular_function	Tier3
GO:0070027_carbon monoxide sensor activity	GO:0140299_small molecule sensor activity	molecular_function	Tier3
GO:0070287_ferritin receptor activity	GO:0038024_cargo receptor activity	molecular_function	Tier3
GO:0072328_alkene binding	GO:0005488_binding	molecular_function	Tier3
GO:0072341_modified amino acid binding	GO:0005488_binding	molecular_function	Tier3
GO:0090079_translation regulator activity_nucleic acid binding	GO:0045182_translation regulator activity	molecular_function	Tier3
GO:0097063_cadmium ion sensor activity	GO:0140299_small molecule sensor activity	molecular_function	Tier3
GO:0097077_copper ion sensor activity	GO:0140299_small molecule sensor activity	molecular_function	Tier3
GO:0097099_structural constituent of albumen	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0097159_organic cyclic compound binding	GO:0005488_binding	molecular_function	Tier3
GO:0097163_sulfur carrier activity	GO:0140104_molecular carrier activity	molecular_function	Tier3
GO:0097243_flavonoid binding	GO:0005488_binding	molecular_function	Tier3
GO:0097367_carbohydrate derivative binding	GO:0005488_binding	molecular_function	Tier3
GO:0097493_structural molecule activity conferring elasticity	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0097690_iron ion transmembrane transporter inhibitor activity	GO:0098772_molecular function regulator	molecular_function	Tier3
GO:0098918_structural constituent of synapse	GO:0005198_structural molecule activity	molecular_function	Tier3
GO:0106219_zinc ion sensor activity	GO:0140299_small molecule sensor activity	molecular_function	Tier3
GO:0106254_lipid sensor activity	GO:0140299_small molecule sensor activity	molecular_function	Tier3
GO:0140096_catalytic activity_acting on a protein	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0140097_catalytic activity_acting on DNA	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0140098_catalytic activity_acting on RNA	GO:0003824_catalytic activity	molecular_function	Tier3
GO:0140132_iron-sulfur cluster carrier activity	GO:0140104_molecular carrier activity	molecular_function	Tier3
GO:0140142_nucleocytoplasmic carrier activity	GO:0005215_transporter activity	molecular_function	Tier3
GO:0140223_general transcription initiation factor activity	GO:0140110_transcription regulator activity	molecular_function	Tier3
GO:0140272_exogenous protein binding	GO:0005488_binding	molecular_function	Tier3
GO:0140311_protein sequestering activity	GO:0140313_molecular sequestering activity	molecular_function	Tier3
GO:0140314_calcium ion sequestering activity	GO:0140313_molecular sequestering activity	molecular_function	Tier3
GO:0140315_iron ion sequestering activity	GO:0140313_molecular sequestering activity	molecular_function	Tier3
GO:0140318_protein transporter activity	GO:0005215_transporter activity	molecular_function	Tier3
GO:0140319_receptor decoy activity	GO:0140313_molecular sequestering activity	molecular_function	Tier3
GO:0140355_cargo receptor ligand activity	GO:0005488_binding	molecular_function	Tier3
GO:0140414_phosphopantetheine-dependent carrier activity	GO:0140104_molecular carrier activity	molecular_function	Tier3
GO:0140416_DNA-binding transcription factor inhibitor activity	GO:0098772_molecular function regulator	molecular_function	Tier3
GO:0140442_peroxide sensor activity	GO:0140299_small molecule sensor activity	molecular_function	Tier3
GO:1901363_heterocyclic compound binding	GO:0005488_binding	molecular_function	Tier3
GO:1901567_fatty acid derivative binding	GO:0005488_binding	molecular_function	Tier3
GO:1901681_sulfur compound binding	GO:0005488_binding	molecular_function	Tier3
GO:1902670_carbon dioxide binding	GO:0005488_binding	molecular_function	Tier3
GO:1904483_synthetic cannabinoid binding	GO:0005488_binding	molecular_function	Tier3
GO:1904493_tetrahydrofolyl-poly(glutamate) polymer binding	GO:0005488_binding	molecular_function	Tier3
GO:1904517_MgATP(2-) binding	GO:0005488_binding	molecular_function	Tier3
GO:1990300_cellulosome binding	GO:0005488_binding	molecular_function	Tier3
